"price" "yrbuilt" "stories" "tla" "wall" "beds" "baths" "frontage" "garage" "rooms" "lotsize" "longitude" "latitude"
59000 1929 "two" 104 "Horizontal or vertical wood siding or shakes" 2 1 10 "detached" 5 381 -83.563802 41.699123
55000 1923 "one" 90 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 344 -83.562203 41.699126
80000 1952 "one" 132 "Full brick exterior" 3 1 12 "detached" 6 483 -83.607813 41.699134
81000 1952 "one" 90 "Full brick exterior" 2 1 12 "detached" 5 483 -83.607666 41.699135
113000 1958 "one" 167 "Full brick exterior" 3 2 22 "detached" 7 920 -83.626653 41.699137
60000 1925 "two" 150 "Horizontal or vertical wood siding or shakes" 4 1 13 "detached" 8 409 -83.576829 41.699138
46500 1942 "two" 140 "Horizontal or vertical wood siding or shakes" 3 2 11 "detached" 6 344 -83.561247 41.69914
79000 1951 "one" 113 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 6 669 -83.630361 41.699142
76500 1952 "one" 91 "Full brick exterior" 2 1 12 "detached" 4 483 -83.607225 41.699143
97000 1936 "one" 165 "Horizontal or vertical wood siding or shakes" 3 1 34 "attached" 7 1533 -83.657303 41.699144
93000 1959 "one" 125 "Full brick exterior" 3 1 22 "detached" 5 929 -83.626394 41.699147
37500 1924 "one" 102 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 5 483 -83.57432 41.699149
295000 1974 "two" 299 "Full brick exterior" 4 3 45 "attached" 9 2081 -83.67111 41.69915
57000 1952 "two" 105 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 548 -83.606636 41.699154
70000 1927 "two" 123 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 483 -83.569241 41.699155
56000 1926 "two" 129 "Horizontal or vertical wood siding or shakes" 3 1 13 "detached" 6 502 -83.575664 41.699158
140000 1968 "two" 215 "Full brick exterior" 4 2 24 "attached" 9 1115 -83.656384 41.699159
117000 1963 "one" 158 "Full brick exterior" 3 1 18 "detached" 5 1914 -83.625469 41.699161
162000 1967 "two" 212 "Full brick exterior" 4 2 24 "attached" 8 1115 -83.655802 41.699169
47000 1927 "two" 126 "Horizontal or vertical wood siding or shakes" 3 1 7 "detached" 6 465 -83.57652 41.699172
47275 1925 "two" 117 "Horizontal or vertical wood siding or shakes" 3 1 24 "detached" 6 483 -83.574139 41.699175
169500 1936 "one" 179 "half or less brick exterior" 4 1 52 "detached" 8 1867 -83.659172 41.699177
115000 1967 "two" 166 "half or less brick exterior" 4 1 16 "detached" 7 576 -83.639262 41.699178
63000 1923 "two" 123 "Aluminum, vinyl, or steel siding" 3 1 13 "detached" 6 502 -83.574968 41.69918
63000 1949 "one" 109 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 465 -83.605973 41.699181
59500 1924 "one+half" 171 "half or less brick exterior" 3 1 14 "detached" 6 567 -83.567833 41.699183
76000 1955 "one" 95 "Full brick exterior" 2 1 18 "attached" 5 753 -83.629146 41.699186
70000 1954 "two" 130 "Full brick exterior" 3 1 12 "detached" 7 576 -83.599847 41.699187
70000 1939 "one+half" 95 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 567 -83.599999 41.699189
57000 1925 "two" 137 "half or less brick exterior" 3 1 12 "detached" 7 502 -83.567362 41.699192
64000 1966 "one" 108 "Full brick exterior" 3 1 23 "attached" 5 1301 -83.622206 41.699193
43000 1950 "one" 106 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 5 344 -83.563164 41.699196
39100 1929 "two" 114 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 7 502 -83.560804 41.699197
61000 1949 "one" 110 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 455 -83.605677 41.699199
40000 1972 "one" 85 "Full brick exterior" 3 1 16 "no garage" 6 557 -83.492384 41.699201
72000 1960 "one" 97 "Full brick exterior" 3 1 18 "detached" 5 678 -83.486591 41.699202
108000 1969 "one" 110 "Horizontal or vertical wood siding or shakes" 3 2 26 "attached" 5 1301 -83.660354 41.699204
67000 1955 "one" 128 "half or less brick exterior" 3 1 21 "carport" 7 780 -83.617797 41.699205
68500 1959 "one" 93 "Full brick exterior" 3 1 16 "detached" 5 604 -83.48639 41.699206
230000 1966 "two" 270 "half or less brick exterior" 3 2 41 "attached" 8 2769 -83.669586 41.699209
60000 1953 "one" 84 "Full brick exterior" 2 1 24 "attached" 4 966 -83.601239 41.699212
66500 1940 "one" 124 "Full brick exterior" 2 1 12 "detached" 6 455 -83.601605 41.699218
63000 1955 "one" 110 "Aluminum, vinyl, or steel siding" 3 1 20 "attached" 7 743 -83.616552 41.699224
60000 1947 "two" 107 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 465 -83.581395 41.699226
66000 1955 "one" 142 "Horizontal or vertical wood siding or shakes" 3 1 20 "attached" 6 743 -83.616308 41.699228
75000 1949 "two" 105 "Full brick exterior" 3 1 15 "detached" 6 743 -83.609199 41.69923
64500 1955 "one" 110 "Horizontal or vertical wood siding or shakes" 3 1 21 "attached" 6 780 -83.616059 41.699232
90000 1938 "one+half" 157 "Horizontal or vertical wood siding or shakes" 2 1 15 "no garage" 6 613 -83.633957 41.699236
60000 1950 "two" 111 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 446 -83.569727 41.699246
55950 1951 "one+half" 134 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 6 613 -83.633475 41.699251
67000 1953 "one" 134 "Full brick exterior" 2 1 14 "detached" 5 427 -83.604644 41.699256
40000 1940 "two" 129 "Aluminum, vinyl, or steel siding" 3 1 13 "detached" 6 502 -83.564259 41.699262
90000 1956 "one" 124 "Full brick exterior" 3 1 15 "detached" 5 697 -83.627912 41.699263
65000 1926 "two" 131 "Aluminum, vinyl, or steel siding" 3 1 13 "detached" 6 567 -83.575705 41.69927
64500 1924 "two" 118 "Horizontal or vertical wood siding or shakes" 3 1 13 "detached" 6 465 -83.574988 41.699288
51500 1928 "two" 109 "Horizontal or vertical wood siding or shakes" 3 1 10 "detached" 7 381 -83.563809 41.699292
25000 1937 "one" 92 "Horizontal or vertical wood siding or shakes" 2 1 11 "no garage" 5 344 -83.56278 41.699301
42500 1924 "two" 135 "Horizontal or vertical wood siding or shakes" 3 2 13 "detached" 6 474 -83.573101 41.699305
124900 1958 "one" 147 "half or less brick exterior" 2 1 18 "attached" 5 2202 -83.627388 41.699312
59000 1955 "one" 95 "Aluminum, vinyl, or steel siding" 3 1 16 "detached" 5 567 -83.637775 41.699315
75500 1966 "one" 126 "half or less brick exterior" 3 1 18 "attached" 5 650 -83.639267 41.699323
52000 1950 "one" 90 "Horizontal or vertical wood siding or shakes" 2 1 14 "detached" 5 576 -83.631569 41.699325
53000 1955 "one" 93 "Aluminum, vinyl, or steel siding" 2 1 17 "detached" 5 585 -83.635681 41.699328
37000 1948 "one" 68 "Horizontal or vertical wood siding or shakes" 2 1 11 "no garage" 4 344 -83.561824 41.699329
89900 1955 "one" 94 "Full brick exterior" 3 1 18 "detached" 5 753 -83.629151 41.69935
79000 1929 "two" 137 "Horizontal or vertical wood siding or shakes" 4 1 12 "detached" 7 381 -83.580804 41.699351
318625 1995 "two" 333 "half or less brick exterior" 4 2 32 "attached" 9 1951 -83.723034 41.699355
70000 1935 "two" 102 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 418 -83.568595 41.699359
46000 1925 "one" 93 "Horizontal or vertical wood siding or shakes" 3 1 18 "detached" 7 372 -83.58425 41.699361
73000 1925 "two" 111 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 502 -83.569245 41.699364
135000 1871 "one" 72 "Horizontal or vertical wood siding or shakes" 3 1 65 "attached" 6 4766 -83.623012 41.699368
32000 1915 "one" 86 "Horizontal or vertical wood siding or shakes" 3 1 18 "detached" 6 372 -83.583812 41.699369
78000 1955 "one" 108 "Horizontal or vertical wood siding or shakes" 3 1 18 "detached" 6 753 -83.628664 41.699376
48000 1921 "two" 106 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 372 -83.575619 41.699385
30000 1950 "one" 62 "Horizontal or vertical wood siding or shakes" 2 1 18 "detached" 4 381 -83.557305 41.699388
38000 1950 "one" 66 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 4 427 -83.578817 41.699392
61900 1927 "two" 111 "Full brick exterior" 3 1 12 "attached" 6 427 -83.578212 41.699404
354932 1995 "two" 313 "half or less brick exterior" 4 4 32 "attached" 10 1951 -83.722099 41.699407
51000 1931 "one+half" 116 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 427 -83.577918 41.69941
120000 1937 "one+half" 293 "Horizontal or vertical wood siding or shakes" 4 2 41 "attached" 8 3902 -83.61359 41.699411
40000 1927 "two" 125 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 409 -83.577768 41.699413
29500 1923 "one" 123 "Horizontal or vertical wood siding or shakes" 4 1 11 "detached" 7 344 -83.562214 41.699414
62000 1951 "one" 95 "Stone exterior" 2 1 21 "attached" 4 845 -83.612621 41.69942
47300 1925 "one" 131 "Horizontal or vertical wood siding or shakes" 4 1 11 "detached" 7 344 -83.561827 41.699425
57000 1922 "one" 166 "half or less brick exterior" 3 1 14 "detached" 6 418 -83.573066 41.699426
50400 1952 "one" 77 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 4 632 -83.632281 41.699428
57000 1923 "two" 162 "half or less brick exterior" 5 2 12 "detached" 9 734 -83.603568 41.699432
233000 1988 "two" 276 "Full brick exterior" 4 2 30 "attached" 8 1589 -83.662199 41.699434
65000 1951 "one" 111 "half or less brick exterior" 3 1 29 "attached" 5 1171 -83.611644 41.699438
45000 1955 "one" 80 "Horizontal or vertical wood siding or shakes" 2 1 16 "no garage" 5 567 -83.638218 41.69944
38500 1928 "two" 103 "Aluminum, vinyl, or steel siding" 3 1 10 "no garage" 6 344 -83.582133 41.699442
74900 1965 "two" 164 "half or less brick exterior" 4 1 13 "detached" 8 548 -83.611067 41.699447
50000 1922 "two" 114 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 483 -83.559603 41.699451
69500 1921 "two" 122 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 7 427 -83.569735 41.699455
84500 1978 "multilvl" 143 "half or less brick exterior" 3 1 21 "detached" 9 780 -83.49139 41.699456
84000 1927 "two" 107 "Horizontal or vertical wood siding or shakes" 3 1 30 "attached" 6 1226 -83.633483 41.699457
75000 1967 "one" 114 "half or less brick exterior" 3 1 15 "attached" 5 557 -83.491166 41.69946
69500 1922 "two" 149 "Aluminum, vinyl, or steel siding" 3 1 14 "no garage" 7 502 -83.574429 41.699466
98000 1956 "one" 191 "Aluminum, vinyl, or steel siding" 3 1 29 "attached" 6 1180 -83.609087 41.699474
96000 1954 "one" 123 "Full brick exterior" 3 1 15 "detached" 6 585 -83.608612 41.69948
52000 1927 "two" 117 "Horizontal or vertical wood siding or shakes" 3 2 11 "detached" 6 344 -83.563174 41.699483
82500 1953 "two" 115 "Full brick exterior" 3 1 15 "detached" 6 585 -83.608257 41.699484
269000 1989 "two" 299 "half or less brick exterior" 4 2 18 "attached" 8 2016 -83.661125 41.699485
78000 1951 "one" 108 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 5 622 -83.634639 41.69949
62500 1927 "two" 116 "Horizontal or vertical wood siding or shakes" 3 2 11 "detached" 6 474 -83.558908 41.699491
92000 1963 "one" 147 "half or less brick exterior" 3 1 28 "attached" 6 1180 -83.642162 41.699494
93500 1953 "two" 138 "half or less brick exterior" 3 2 15 "detached" 7 585 -83.607535 41.699495
96200 1953 "one" 162 "half or less brick exterior" 3 1 15 "detached" 6 585 -83.607356 41.699496
77000 1952 "one" 131 "Full brick exterior" 2 2 15 "detached" 5 595 -83.606812 41.699503
104000 1972 "two" 169 "half or less brick exterior" 3 2 16 "detached" 7 604 -83.620657 41.699512
138750 1966 "two" 177 "half or less brick exterior" 4 2 16 "attached" 8 604 -83.620463 41.699517
60000 1918 "two" 129 "Horizontal or vertical wood siding or shakes" 3 1 18 "detached" 7 557 -83.575625 41.699523
119000 1968 "one" 128 "Full brick exterior" 3 1 38 "attached" 6 660 -83.489673 41.699524
77500 1952 "one+half" 143 "Full brick exterior" 3 2 15 "detached" 6 576 -83.605961 41.699527
55900 1918 "two" 123 "Horizontal or vertical wood siding or shakes" 3 1 18 "detached" 7 557 -83.575038 41.699534
69000 1955 "one" 110 "half or less brick exterior" 3 1 21 "attached" 6 780 -83.617804 41.699537
91000 1953 "two" 107 "half or less brick exterior" 3 2 12 "detached" 6 437 -83.605465 41.699541
87500 1953 "one" 170 "Full brick exterior" 2 1 15 "detached" 5 548 -83.6053 41.699546
86000 1953 "one" 133 "Full brick exterior" 3 1 12 "detached" 6 427 -83.605136 41.69955
39900 1919 "one+half" 108 "Horizontal or vertical wood siding or shakes" 3 1 9 "detached" 6 381 -83.568101 41.699552
295000 1968 "two" 264 "Full brick exterior" 5 2 41 "attached" 10 2406 -83.675866 41.699553
52000 1929 "one" 106 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 502 -83.567677 41.699559
54500 1949 "one" 65 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 4 632 -83.56751 41.699561
79000 1955 "one" 133 "Horizontal or vertical wood siding or shakes" 3 1 21 "attached" 6 780 -83.616067 41.699564
66900 1917 "one+half" 139 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 502 -83.567343 41.699565
115000 1966 "one" 152 "Full brick exterior" 4 1 17 "detached" 7 808 -83.640459 41.699567
63000 1955 "one" 84 "Full brick exterior" 2 1 18 "attached" 5 557 -83.573072 41.69957
49900 1939 "one+half" 90 "Aluminum, vinyl, or steel siding" 2 1 12 "detached" 5 409 -83.568599 41.699573
145500 1948 "one" 159 "Horizontal or vertical wood siding or shakes" 2 1 38 "attached" 8 2787 -83.668122 41.699575
53500 1914 "one" 138 "Stucco or Dryvit plaster" 3 1 24 "detached" 6 1013 -83.566651 41.699577
75000 1953 "one" 115 "Aluminum, vinyl, or steel siding" 4 1 16 "detached" 6 539 -83.635095 41.69958
89500 1960 "one" 118 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 6 567 -83.638223 41.699581
60500 1923 "two" 135 "Horizontal or vertical wood siding or shakes" 4 1 18 "attached" 8 557 -83.572451 41.699584
39000 1943 "one" 98 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 5 344 -83.56279 41.69959
60000 1926 "two" 108 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 6 474 -83.558912 41.699593
73500 1965 "one" 132 "Full brick exterior" 3 1 21 "attached" 5 780 -83.488658 41.699598
132000 1966 "two" 171 "Full brick exterior" 4 2 23 "attached" 8 948 -83.640698 41.6996
92000 1960 "one" 92 "Full brick exterior" 3 1 0 "attached" 5 948 -83.487959 41.699606
79000 1925 "two" 111 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 6 474 -83.558407 41.699608
90000 1949 "two" 169 "Horizontal or vertical wood siding or shakes" 4 2 15 "attached" 8 632 -83.631084 41.699613
110000 1968 "one" 127 "Full brick exterior" 3 1 51 "attached" 6 706 -83.489076 41.699615
49900 1921 "two" 144 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 7 437 -83.569745 41.69966
85000 1950 "one" 115 "Horizontal or vertical wood siding or shakes" 3 1 12 "attached" 6 437 -83.659642 41.699667
51000 1951 "one" 108 "Horizontal or vertical wood siding or shakes" 2 1 14 "detached" 6 381 -83.564758 41.69967
47000 1925 "two" 132 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 7 344 -83.569169 41.699673
64500 1955 "one" 106 "Horizontal or vertical wood siding or shakes" 3 1 20 "carport" 6 725 -83.618374 41.699675
70000 1923 "one" 138 "Horizontal or vertical wood siding or shakes" 4 1 12 "detached" 7 372 -83.563181 41.699679
63900 1941 "one" 124 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 6 613 -83.603681 41.699681
53000 1951 "one" 72 "Horizontal or vertical wood siding or shakes" 2 1 12 "carport" 4 334 -83.564269 41.699684
102500 1960 "one+half" 208 "Full brick exterior" 3 2 22 "detached" 5 901 -83.625244 41.699686
74500 1954 "one" 80 "Aluminum, vinyl, or steel siding" 3 2 16 "detached" 5 548 -83.636107 41.699688
45000 1951 "one" 99 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 5 334 -83.56412 41.699689
46000 1924 "one" 126 "Horizontal or vertical wood siding or shakes" 4 2 12 "detached" 7 372 -83.562794 41.69969
55000 1951 "one" 108 "Aluminum, vinyl, or steel siding" 3 1 12 "no garage" 5 334 -83.563974 41.699694
103000 1954 "one" 138 "Stucco or Dryvit plaster" 5 3 24 "attached" 8 892 -83.666423 41.699706
98500 1989 "one" 135 "Horizontal or vertical wood siding or shakes" 3 2 12 "no garage" 6 446 -83.666716 41.69971
28000 1922 "one" 76 "Aluminum, vinyl, or steel siding" 2 1 10 "detached" 4 297 -83.556507 41.699713
78000 1938 "one" 69 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 4 446 -83.667454 41.699715
60100 1951 "one" 77 "Aluminum, vinyl, or steel siding" 2 1 16 "detached" 5 669 -83.630378 41.699719
53900 1953 "one" 86 "Horizontal or vertical wood siding or shakes" 2 1 16 "detached" 5 548 -83.635101 41.699723
50000 1927 "one" 139 "Horizontal or vertical wood siding or shakes" 4 1 12 "detached" 7 372 -83.561267 41.699724
104500 1955 "one" 179 "Full brick exterior" 3 1 21 "detached" 7 975 -83.622316 41.699758
52800 1940 "one" 71 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 399 -83.560165 41.699761
244000 1990 "two" 245 "half or less brick exterior" 4 2 23 "attached" 8 2397 -83.730413 41.699771
240000 1990 "one+half" 310 "Horizontal or vertical wood siding or shakes" 4 2 30 "attached" 7 966 -83.729359 41.69978
200000 1976 "one+half" 228 "Full brick exterior" 4 2 50 "attached" 8 2638 -83.67061 41.699781
48000 1956 "one" 92 "Full brick exterior" 2 1 12 "attached" 4 390 -83.563185 41.699786
260000 1992 "two" 262 "half or less brick exterior" 4 2 31 "attached" 8 1431 -83.661262 41.699795
200000 1982 "two" 240 "Horizontal or vertical wood siding or shakes" 3 2 41 "attached" 8 2304 -83.671627 41.699807
95000 1955 "one" 155 "half or less brick exterior" 3 1 15 "detached" 5 697 -83.627935 41.699815
55000 1953 "one" 116 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 5 585 -83.582578 41.699819
57000 1955 "one" 117 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 427 -83.581961 41.69982
40000 1948 "one" 103 "Aluminum, vinyl, or steel siding" 2 1 12 "detached" 5 427 -83.581549 41.699829
59000 1925 "two" 108 "Horizontal or vertical wood siding or shakes" 3 1 10 "no garage" 6 381 -83.557515 41.699836
52000 1925 "two" 120 "Aluminum, vinyl, or steel siding" 3 1 13 "detached" 6 483 -83.580768 41.699838
79500 1957 "one" 98 "Full brick exterior" 2 1 15 "detached" 5 818 -83.484911 41.699849
89000 1957 "one" 113 "Full brick exterior" 3 1 11 "attached" 5 1096 -83.484407 41.699852
68500 1959 "one" 133 "Aluminum, vinyl, or steel siding" 3 1 16 "detached" 6 567 -83.638231 41.699864
68000 1953 "one" 80 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 5 539 -83.635105 41.699868
61000 1947 "two" 138 "Horizontal or vertical wood siding or shakes" 4 1 12 "no garage" 8 483 -83.559619 41.699887
53750 1927 "two" 115 "Horizontal or vertical wood siding or shakes" 3 1 18 "no garage" 6 613 -83.577201 41.69989
120000 1959 "one" 148 "Full brick exterior" 3 1 24 "detached" 5 1031 -83.625251 41.699891
42500 1926 "two" 117 "Horizontal or vertical wood siding or shakes" 3 1 13 "detached" 6 437 -83.577014 41.699894
53800 1956 "one" 96 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 6 567 -83.637133 41.699901
78500 1954 "one" 128 "Aluminum, vinyl, or steel siding" 3 1 24 "attached" 5 1171 -83.619579 41.699912
125000 1963 "one" 159 "half or less brick exterior" 3 1 30 "attached" 6 1589 -83.641859 41.699917
87450 1954 "one" 95 "Full brick exterior" 3 1 23 "detached" 5 1115 -83.619012 41.69992
45000 1978 "one" 107 "Horizontal or vertical wood siding or shakes" 3 1 15 "no garage" 6 632 -83.500659 41.69993
58000 1960 "one" 93 "Full brick exterior" 2 1 16 "detached" 4 604 -83.486771 41.699932
57900 1950 "one" 106 "Horizontal or vertical wood siding or shakes" 2 1 23 "detached" 4 938 -83.634656 41.699938
61000 1917 "one+half" 178 "Horizontal or vertical wood siding or shakes" 4 1 12 "attached" 7 502 -83.568557 41.699951
73000 1977 "one" 133 "Horizontal or vertical wood siding or shakes" 3 2 15 "attached" 7 632 -83.499381 41.69996
60000 1927 "two" 110 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 753 -83.58015 41.699965
79900 1958 "one+half" 131 "Aluminum, vinyl, or steel siding" 3 1 18 "detached" 6 576 -83.63887 41.699971
70000 1977 "bilevel" 138 "half or less brick exterior" 3 1 15 "attached" 6 632 -83.498833 41.699972
85500 1942 "one" 91 "Horizontal or vertical wood siding or shakes" 3 1 23 "attached" 5 827 -83.658589 41.699978
69900 1954 "one" 80 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 5 539 -83.636118 41.69998
133000 1957 "one" 164 "Full brick exterior" 3 1 18 "detached" 5 836 -83.62738 41.699983
102000 1955 "one" 108 "Full brick exterior" 3 2 18 "detached" 5 753 -83.629891 41.699985
53000 1953 "one" 105 "Full brick exterior" 2 1 12 "detached" 4 753 -83.578823 41.699988
60000 1923 "two" 115 "Horizontal or vertical wood siding or shakes" 3 1 18 "attached" 6 678 -83.572543 41.699994
75000 1925 "two" 154 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 511 -83.572351 41.699997
40500 1941 "one" 87 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 4 706 -83.595224 41.699998
63000 1958 "one+half" 131 "Horizontal or vertical wood siding or shakes" 4 1 16 "detached" 6 567 -83.638237 41.700006
54500 1953 "one" 108 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 6 539 -83.63511 41.700009
106900 1966 "two" 198 "half or less brick exterior" 4 1 20 "attached" 9 771 -83.640925 41.700017
75000 1965 "one" 143 "half or less brick exterior" 3 1 10 "attached" 7 381 -83.488671 41.700022
65900 1951 "one" 128 "Full brick exterior" 3 1 13 "detached" 7 808 -83.576861 41.700023
61000 1950 "two" 127 "Horizontal or vertical wood siding or shakes" 4 1 13 "detached" 7 808 -83.576703 41.700025
60000 1951 "one" 67 "Aluminum, vinyl, or steel siding" 2 1 15 "detached" 4 632 -83.631097 41.700029
76000 1923 "two" 132 "Horizontal or vertical wood siding or shakes" 4 2 20 "detached" 7 2880 -83.602847 41.700032
56500 1951 "one" 102 "Horizontal or vertical wood siding or shakes" 3 1 13 "detached" 5 520 -83.610335 41.700034
70000 1948 "one" 63 "Horizontal or vertical wood siding or shakes" 2 1 13 "detached" 4 511 -83.610179 41.700037
82000 1973 "one+half" 134 "Horizontal or vertical wood siding or shakes" 2 1 20 "detached" 5 2880 -83.601643 41.700038
99000 1953 "one" 196 "Full brick exterior" 3 1 30 "attached" 6 1115 -83.608594 41.700039
60000 1955 "one" 105 "Aluminum, vinyl, or steel siding" 3 1 36 "attached" 6 715 -83.618394 41.70004
44200 1956 "one" 101 "Aluminum, vinyl, or steel siding" 3 1 16 "detached" 6 567 -83.637136 41.700041
85500 1949 "one" 97 "Aluminum, vinyl, or steel siding" 3 1 13 "detached" 6 511 -83.60987 41.700042
45500 1922 "one" 100 "Full brick exterior" 2 1 15 "detached" 5 650 -83.571843 41.700043
115000 1953 "one" 213 "Horizontal or vertical wood siding or shakes" 3 2 23 "attached" 7 836 -83.608091 41.700047
84000 1949 "one" 91 "Aluminum, vinyl, or steel siding" 3 1 28 "attached" 5 1115 -83.60917 41.700054
82000 1959 "one" 93 "Full brick exterior" 3 1 16 "detached" 5 660 -83.487455 41.700055
57000 1942 "two" 123 "Aluminum, vinyl, or steel siding" 2 1 12 "detached" 5 743 -83.574658 41.700062
77000 1953 "one" 139 "Full brick exterior" 3 1 15 "detached" 5 557 -83.60704 41.700064
231000 1988 "two" 304 "half or less brick exterior" 4 2 32 "attached" 8 1542 -83.660399 41.700066
54500 1920 "two" 131 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 743 -83.574362 41.700067
42900 1917 "two" 143 "Horizontal or vertical wood siding or shakes" 4 1 15 "detached" 7 892 -83.573704 41.70008
124000 1962 "one" 130 "Full brick exterior" 3 1 20 "detached" 5 827 -83.62526 41.700086
320000 1969 "one+half" 348 "half or less brick exterior" 5 3 36 "attached" 10 1988 -83.672465 41.700087
85500 1955 "one" 148 "Full brick exterior" 2 1 15 "detached" 4 697 -83.627948 41.70009
50000 1926 "two" 142 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 437 -83.577692 41.700092
54900 1922 "one+half" 117 "Horizontal or vertical wood siding or shakes" 3 1 13 "detached" 6 520 -83.567772 41.700094
30000 1915 "two" 118 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 502 -83.567476 41.700099
56000 1915 "two" 126 "Horizontal or vertical wood siding or shakes" 4 1 12 "detached" 8 502 -83.567183 41.700104
69900 1955 "two" 98 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 855 -83.572188 41.70011
129900 1965 "one+half" 195 "half or less brick exterior" 3 1 21 "attached" 8 966 -83.64121 41.700119
77000 1962 "two" 204 "Full brick exterior" 4 2 34 "attached" 7 427 -83.491836 41.700123
364900 1996 "two" 371 "half or less brick exterior" 4 4 29 "attached" 9 2482 -83.720398 41.700142
51500 1952 "one" 169 "half or less brick exterior" 4 1 13 "no garage" 7 567 -83.575733 41.700147
69900 1960 "bilevel" 138 "Horizontal or vertical wood siding or shakes" 3 1 22 "attached" 7 706 -83.638874 41.70015
45000 1928 "two" 118 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 455 -83.581445 41.700152
96250 1957 "one" 166 "Full brick exterior" 3 1 20 "detached" 7 910 -83.627388 41.700156
63000 1925 "two" 123 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 492 -83.56856 41.700158
71500 1929 "two" 131 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 502 -83.564267 41.70016
67500 1923 "two" 124 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 502 -83.564122 41.700163
100000 1964 "one" 132 "Full brick exterior" 3 1 24 "attached" 6 1152 -83.64195 41.700166
84400 1949 "one" 118 "Horizontal or vertical wood siding or shakes" 3 1 12 "no garage" 6 446 -83.666035 41.700167
68000 1956 "two" 105 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 6 613 -83.584036 41.70017
50000 1956 "one" 110 "Horizontal or vertical wood siding or shakes" 3 1 21 "carport" 6 753 -83.616183 41.700172
66000 1957 "two" 123 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 6 604 -83.583672 41.700179
220000 1964 "two" 288 "half or less brick exterior" 4 2 36 "attached" 9 1551 -83.668505 41.700197
93000 1959 "one" 93 "half or less brick exterior" 3 1 16 "detached" 6 604 -83.486781 41.700207
40881 1927 "two" 143 "Aluminum, vinyl, or steel siding" 4 2 11 "no garage" 6 465 -83.562676 41.700211
47000 1955 "one" 78 "Aluminum, vinyl, or steel siding" 2 1 11 "no garage" 4 465 -83.562542 41.700215
57900 1922 "one" 130 "Horizontal or vertical wood siding or shakes" 4 1 13 "no garage" 7 557 -83.562269 41.700224
